Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Ashley Frawley","Significant Emotions",2024,"","Bloomsbury Publishing Plc","http://dx.doi.org/10.5040/9781350026834","",315,"2024-06-21 14:54:40","book","10.5040/9781350026834","","",,,,,0,0.00,0,1,1,"<JATS1:p>Significant Emotions is a piercing examination of the rising use of emotional signifiers in public debate and the rhetoric of an increasingly expansive array of social problems. Building on ideas developed in Ashley Frawley’s previous book, Semiotics of Happiness, it examines in detail the ‘emotional turn’ across the social sciences and the broader cultural rise of the ‘age of emotion’ and its influence on how we talk about and approach new social issues.</JATS1:p> <JATS1:p>The book explores the rise of signifiers that have previously gained prominence as powerful explanations of nearly every social ill—from self-esteem, happiness, well-being, resilience and love to rage, stress, and trauma. Conceptualising the rise and comparative decline of various emotional signifiers as cycles of discovery, adoption, expansion and exhaustion, the book argues that rather than calling into question one or another of these signifiers, it is necessary to penetrate deeper to the underlying cultural currents that drive their adoption and contribute to their rhetorical power.</JATS1:p> <JATS1:p>Through a systematic and in-depth exploration of the appearance of these trends in a variety of claims-making activities across academia, traditional and social media and social policy, Frawley argues that the ‘age of emotion’ does not represent a step toward a more enlightened and emotionally aware society. Rather, it signifies a preoccupation with emotional deficits and a firm belief that emotional disorientation ultimately underlies nearly every social ill. Emerging from the analysis is the conclusion that emotions have become key signifiers of broader cultural tendencies to affirm conservatism over progress, vulnerability over resilience, and the determined self over the free willing subject.</JATS1:p>","",""
0,"","Overruling scientists, Florida commission authorizes fishing of the vulnerable goliath grouper",2021,"AAAS Articles DO Group","American Association for the Advancement of Science (AAAS)","http://dx.doi.org/10.1126/science.acx9355","",316,"2024-06-21 14:54:40","dataset","10.1126/science.acx9355","","",,,,,0,0.00,0,0,3,"","",""
0,"","The most vulnerable respondents are those more sceptical about opportunities to voice their views",2023,"","Organisation for Economic Co-Operation and Development (OECD)","http://dx.doi.org/10.1787/1e752dd1-en","",317,"2024-06-21 14:54:40","component","10.1787/1e752dd1-en","","",,,,,0,0.00,0,0,1,"","",""
0,"","Trusts for disabled persons and vulnerable beneficiaries",2021,"Trusts and Estates 2021/22","Bloomsbury Professional","http://dx.doi.org/10.5040/9781526518545.chapter-007","",318,"2024-06-21 14:54:40","book-chapter","10.5040/9781526518545.chapter-007","","",,,,,0,0.00,0,0,3,"","",""
0,"Carole Cox, Tina Maschi","Human Rights and Social Justice",2022,"","Routledge","http://dx.doi.org/10.4324/9781003111269","",319,"2024-06-21 14:54:40","book","10.4324/9781003111269","","",,,,,0,0.00,0,2,2,"","",""
0,"Hannah Wishart, Colleen M. Berryessa","Neurolaw in the Courtroom",2023,"","Routledge","http://dx.doi.org/10.4324/9781003331056","",320,"2024-06-21 14:54:40","book","10.4324/9781003331056","","",,,,,0,0.00,0,2,1,"","",""
0,"Atena Ştefania Feraru","Weak States, Vulnerable Governments, and Regional Cooperation",2021,"","Routledge","http://dx.doi.org/10.4324/9781351015073","",321,"2024-06-21 14:54:40","monograph","10.4324/9781351015073","","",,,,,0,0.00,0,1,3,"","",""
0,"","Vulnerable Witnesses in Family Proceedings",2022,"A Practical Guide to Family Proceedings","Bloomsbury Publishing Plc","http://dx.doi.org/10.5040/9781526524348.ch-028","",322,"2024-06-21 14:54:40","other","10.5040/9781526524348.ch-028","","",,,301,316,0,0.00,0,0,2,"","",""
1,"David C. Rotzinger, Salah D. Qanadli, Guillaume Fahrni","Imaging the Vulnerable Carotid Plaque with CT: Caveats to Consider. Comment on Wang et al. Identification Markers of Carotid Vulnerable Plaques: An Update. Biomolecules 2022, 12, 1192",2023,"Biomolecules","MDPI AG","http://dx.doi.org/10.3390/biom13020397","",323,"2024-06-21 14:54:40","journal-article","10.3390/biom13020397","2218-273X","",13,2,397,397,1,1.00,0,3,1,"We read with great interest the review by Wang et al. entitled “Identification Markers of Carotid Vulnerable Plaques: An Update”, recently published in Biomolecules [...]","https://www.mdpi.com/2218-273X/13/2/397/pdf",""
0,"Philip Robins","The Crescent Three States",2021,"Transforming the War on Drugs","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197604359.003.0009","",324,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780197604359.003.0009","","",,,207,228,0,0.00,0,1,3,"<p>Chapter 8 discusses the International Drug Control Regime in Pakistan, Afghanistan, and Iran where, toward the end of the twentieth century, the illicit use of drugs started to spread widely. The chapter argues that, despite the centrality of Afghanistan to the world’s opiate market, it is only since 1979 and the Soviet invasion that it has had to confront multiple drug-related policy issues. Consequently, Afghanistan remains comparatively inexperienced in implementing drug policies. It shows that, as is the case with other countries coming to the International Drug Control Regime challenge relatively late, the Crescent states rely much more on hard power than soft power solutions. The countries’ assertions of national preoccupations in areas like judicial conduct reflect the region’s highly distinct set of social mores and cultural values.</p>","",""
0,"Louise Freeland, Sadiyya Haffejee, Elijah Getanda, Linda Theron, Panos Vostanis","Children’s perspectives of psychosocial help-seeking in Kenya",2022,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2022.2124338","",325,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2022.2124338","1745-0128","",18,2,207,217,0,0.00,0,5,2,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2022.2124338",""
4,"Heqian Wang, Jiayi Zhang, Ke Zhou","On pricing of vulnerable barrier options and vulnerable double barrier options",2022,"Finance Research Letters","Elsevier BV","http://dx.doi.org/10.1016/j.frl.2021.102100","",326,"2024-06-21 14:54:40","journal-article","10.1016/j.frl.2021.102100","1544-6123","",44,,102100,102100,4,2.00,1,3,2,"","https://api.elsevier.com/content/article/PII:S1544612321001811",""
0,"Andrew J. Stewart","The Wicked Nature of Information Security",2021,"A Vulnerable System","Cornell University Press","http://dx.doi.org/10.7591/cornell/9781501758942.003.0010","",327,"2024-06-21 14:54:40","book-chapter","10.7591/cornell/9781501758942.003.0010","","",,,176,199,0,0.00,0,1,3,"<p>This chapter studies the wicked nature of information security. It has always been unlikely that there will be a breakthrough in any one specific area of information security that will solve the problems that exist across the entirety of the field. An alternative approach has been to step outside the field of information security and examine information security problems from the perspective of other fields. The security of every computer system depends on a myriad of factors, including the technologies that are employed, the incentives of the users, and the environment in which those technologies and users reside. This means that there is a limit to how much each discipline within the field of information security can contribute to improving the security of any system, whether it be software security, network security, user education, passwords, or cryptography.</p>","",""
0,"Anissa Rizkianti, Diah Puspita Sari","Child marriage and its impact on reproductive health and rights of girls in Indonesia",2024,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2024.2361921","",328,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2024.2361921","1745-0128","",,,1,10,0,0.00,0,2,1,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2024.2361921",""
0,"Leonie B. Jackson","Natural and Supernatural Forces",2022,"The Monstrous &amp; the Vulnerable","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197647332.003.0003","",329,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780197647332.003.0003","","",,,51,82,0,0.00,0,1,2,"<p>This chapter considers the role of metaphor in news reporting about terrorism and shows how metaphors of natural forces, animals and the supernatural were used to represent the Islamic State group in general and the ""jihadi brides"" in particular. All these metaphors had two things in common: they dehumanized the women in question, and they constructed the ""jihadi brides"" as a grave threat that required urgent intervention. By importing knowledge about these domains, metaphors enabled the establishment of particular perceptions about these women. At the same time they pointed to how the problem of the ""jihadi brides"" should be evaluated and managed, opening up and closing down possibilities for action and making some strategies of management appear natural while others were made to appear absurd.</p>","",""
0,"Biljana Radić-Bojanić, Valentina Sokolovska","Challenges in Researching Endangered and Vulnerable Languages in Serbia within the Project “Vulnerable Languages and Linguistic Varieties in Serbia”: Methodological and Ethical Issues",2024,"Etnoantropološki problemi / Issues in Ethnology and Anthropology","University of Belgrade - Faculty of Philosophy - Department of Ethnology and Anthropology","http://dx.doi.org/10.21301/eap.v19i1.12","",330,"2024-06-21 14:54:40","journal-article","10.21301/eap.v19i1.12","2334-8801","",19,1,,,0,0.00,0,2,1,"In the paper we define, elaborate and illustrate what language documentation is, firstly by focusing on the global context where the large number of vanishing languages warrants such an approach in applied linguistics, and then by narrowing our scope to the local context of the Republic of Serbia, which itself has a certain number of endangered and vulnerable languages and language varieties. Indicating the discrepancy between official records found in world catalogues and databases (UNESCO’s Atlas of the World’s Languages in Danger, Ethnologue,  and The Catalogue of Endangered Languages (ELCat)) and the situation in the field as described by researchers familiar with the local context, we investigate the experiences of a team of researchers currently working on documenting Aromanian, Banat Bulgarian, Vojvodina Rusyn (Ruthenian), Judezmo (Ladino), Romani (Gurbet and Arli varieties), Megleno-Romanian and Romanian (Bayash and Vlach varieties) as endangered and vulnerable languages and language varieties in Serbia. Using interviews as a method for collecting data, conveying the researchers’ experiences in the field and their ways of dealing with various issues that come up in the process of language documentation, we have singled out two broad fields of topics. The first one tackles methodological challenges encountered prior and during field work, whereas the second focuses on ethical issues that necessarily must be resolved due to the participation of human subjects. In terms of the first group of topics, we have focused on research design (considerations involved in the project preparation), sampling (usually relying on researchers’ previous experiences more than on official records), personal involvement (often inevitable, but researchers do present strategies that help them maintain objectivity), and establishing first contact and recruiting informants (which also relies on previous work in the community). As for the second group of topics, that concerns ethical issue, the researchers have discussed the ways of getting informants’ consent for research and how they explain the importance of language documentation for that particular community and its members. Additionally, it addresses the issue of compensation that sometimes occurs, where informants expect either material or other kind of reward for helping out the research team. The paper also discusses how researchers deal with various sensitive topics that may range from personal issues to political opinions, and finally, the ethical responsibility that the researchers have towards the community they are studying in terms of giving something back and providing a sustainable relationship towards the language in question. We conclude by positioning the process of language documentation in the wider field of social studies, indicating its importance not only for sociolinguistics but also for the sociology of language, sociology of ethnicity and other related disciplines.","http://eap-iea.org/index.php/eap/article/download/1236/1156",""
0,"","Dimension IV: Protection of Vulnerable Versions",2021,"Constraints and Creativity","Cambridge University Press","http://dx.doi.org/10.1017/9781108884617.009","",331,"2024-06-21 14:54:40","book-chapter","10.1017/9781108884617.009","","",,,165,206,0,0.00,0,0,3,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/843CB2166D305AEF77EC138E11521F6D",""
0,"Alexandrea J. Ravenelle","Side Hustle Safety Net",2023,"","University of California Press","http://dx.doi.org/10.2307/jj.5864811","",332,"2024-06-21 14:54:40","monograph","10.2307/jj.5864811","","",,,,,0,0.00,0,1,1,"","",""
0,"","Vulnerable friend",2022,"Inside Retirement Housing","Policy Press","http://dx.doi.org/10.2307/j.ctv310vjds.10","",333,"2024-06-21 14:54:40","book-chapter","10.2307/j.ctv310vjds.10","","",,,53,76,0,0.00,0,0,2,"","",""
0,"Brian Young","Marketing to Vulnerable Consumers",2021,"The SAGE Handbook of Marketing Ethics","SAGE Publications Ltd","http://dx.doi.org/10.4135/9781529739725.n8","",334,"2024-06-21 14:54:40","book-chapter","10.4135/9781529739725.n8","","",,,125,135,0,0.00,0,1,3,"","",""
